id,time,H,T
1693467000.c1.snap.jpg,1693467000,0.11,25.6
1693468800.c1.snap.jpg,1693468800,0.14,25.6
1693492200.c1.snap.jpg,1693492200,0.26,1.82
1693494000.c1.snap.jpg,1693494000,0.27,1.94
1693495800.c1.snap.jpg,1693495800,0.24,1.68
1693497600.c1.snap.jpg,1693497600,0.24,1.8
1693499400.c1.snap.jpg,1693499400,0.23,1.82
1693501200.c1.snap.jpg,1693501200,0.26,1.8
1693503000.c1.snap.jpg,1693503000,0.3,1.9
1693504800.c1.snap.jpg,1693504800,0.29,1.94
1693506600.c1.snap.jpg,1693506600,0.31,2.0
1693508400.c1.snap.jpg,1693508400,0.29,1.94
1693510200.c1.snap.jpg,1693510200,0.27,1.86
1693512000.c1.snap.jpg,1693512000,0.26,1.82
1693513800.c1.snap.jpg,1693513800,0.25,1.7
1693515600.c1.snap.jpg,1693515600,0.28,1.7
1693517400.c1.snap.jpg,1693517400,0.3,2.0
1693522800.c1.snap.jpg,1693522800,0.38,2.18
1693524600.c1.snap.jpg,1693524600,0.35,2.18
1693526400.c1.snap.jpg,1693526400,0.29,1.96
1693528200.c1.snap.jpg,1693528200,0.26,1.9
1693530000.c1.snap.jpg,1693530000,0.27,1.82
1693531800.c1.snap.jpg,1693531800,0.26,1.82
1693533600.c1.snap.jpg,1693533600,0.23,25.6
1693537200.c1.snap.jpg,1693537200,0.31,3.3
1693539000.c1.snap.jpg,1693539000,0.32,3.2
1693540800.c1.snap.jpg,1693540800,0.35,3.3
1693542600.c1.snap.jpg,1693542600,0.31,3.1
1693544400.c1.snap.jpg,1693544400,0.3,3.2
1693546200.c1.snap.jpg,1693546200,0.28,3.1
1693548000.c1.snap.jpg,1693548000,0.26,3.2
1693549800.c1.snap.jpg,1693549800,0.25,3.1
1693551600.c1.snap.jpg,1693551600,0.24,3.1
1693553400.c1.snap.jpg,1693553400,0.23,3.02
1693555200.c1.snap.jpg,1693555200,0.27,3.02
1693578600.c1.snap.jpg,1693578600,1.32,5.12
1693580400.c1.snap.jpg,1693580400,1.39,5.12
1693582200.c1.snap.jpg,1693582200,1.59,5.38
1693584000.c1.snap.jpg,1693584000,1.57,5.68
1693585800.c1.snap.jpg,1693585800,1.75,6.02
1693587600.c1.snap.jpg,1693587600,1.82,6.4
1693591200.c1.snap.jpg,1693591200,1.82,6.4
1693593000.c1.snap.jpg,1693593000,1.67,6.4
1693594800.c1.snap.jpg,1693594800,1.51,6.4
1693596600.c1.snap.jpg,1693596600,1.39,6.02
1693598400.c1.snap.jpg,1693598400,1.42,6.4
1693600200.c1.snap.jpg,1693600200,1.59,6.02
1693602000.c1.snap.jpg,1693602000,1.7,6.02
1693603800.c1.snap.jpg,1693603800,1.79,6.02
1693605600.c1.snap.jpg,1693605600,1.76,6.4
1693609200.c1.snap.jpg,1693609200,1.87,6.82
1693611000.c1.snap.jpg,1693611000,1.99,6.4
1693614600.c1.snap.jpg,1693614600,2.36,7.32
1693616400.c1.snap.jpg,1693616400,2.48,7.88
1693618200.c1.snap.jpg,1693618200,2.36,7.88
1693620000.c1.snap.jpg,1693620000,2.33,7.88
1693621800.c1.snap.jpg,1693621800,2.25,8.54
1693623600.c1.snap.jpg,1693623600,2.29,8.54
1693625400.c1.snap.jpg,1693625400,2.31,9.3
1693627200.c1.snap.jpg,1693627200,2.45,8.54
1693629000.c1.snap.jpg,1693629000,2.24,8.54
1693630800.c1.snap.jpg,1693630800,2.12,8.54
1693632600.c1.snap.jpg,1693632600,2.25,9.3
1693636200.c1.snap.jpg,1693636200,2.13,8.54
1693638000.c1.snap.jpg,1693638000,2.12,8.54
1693639800.c1.snap.jpg,1693639800,2.02,8.54
1693641600.c1.snap.jpg,1693641600,1.87,7.88
1693672200.c1.snap.jpg,1693672200,0.52,5.68
1693674000.c1.snap.jpg,1693674000,0.46,6.82
1693675800.c1.snap.jpg,1693675800,0.46,6.82
1693677600.c1.snap.jpg,1693677600,0.43,6.82
1693679400.c1.snap.jpg,1693679400,0.42,6.82
1693681200.c1.snap.jpg,1693681200,0.39,6.82
1693683000.c1.snap.jpg,1693683000,0.38,6.82
1693686600.c1.snap.jpg,1693686600,0.41,6.4
1693688400.c1.snap.jpg,1693688400,0.4,6.02
1693690200.c1.snap.jpg,1693690200,0.39,6.02
1693692000.c1.snap.jpg,1693692000,0.42,3.3
1693693800.c1.snap.jpg,1693693800,0.44,3.3
1693695600.c1.snap.jpg,1693695600,0.41,3.66
1693697400.c1.snap.jpg,1693697400,0.42,3.54
1693699200.c1.snap.jpg,1693699200,0.39,3.54
1693701000.c1.snap.jpg,1693701000,0.41,3.42
1693702800.c1.snap.jpg,1693702800,0.4,3.3
1693704600.c1.snap.jpg,1693704600,0.41,3.54
1693706400.c1.snap.jpg,1693706400,0.45,3.54
1693708200.c1.snap.jpg,1693708200,0.49,3.66
1693711800.c1.snap.jpg,1693711800,0.62,3.94
1693713600.c1.snap.jpg,1693713600,0.68,3.94
1693715400.c1.snap.jpg,1693715400,0.82,3.94
1693717200.c1.snap.jpg,1693717200,0.83,4.26
1693719000.c1.snap.jpg,1693719000,0.79,4.26
1693722600.c1.snap.jpg,1693722600,0.78,3.94
1693724400.c1.snap.jpg,1693724400,0.75,3.94
1693751400.c1.snap.jpg,1693751400,0.74,4.26
1693753200.c1.snap.jpg,1693753200,0.75,3.94
1693755000.c1.snap.jpg,1693755000,0.73,4.1
1693756800.c1.snap.jpg,1693756800,0.69,3.94
1693758600.c1.snap.jpg,1693758600,0.66,4.1
1693760400.c1.snap.jpg,1693760400,0.68,3.94
1693762200.c1.snap.jpg,1693762200,0.67,4.1
1693764000.c1.snap.jpg,1693764000,0.69,3.94
1693765800.c1.snap.jpg,1693765800,0.64,3.8
1693767600.c1.snap.jpg,1693767600,0.59,3.8
1693771200.c1.snap.jpg,1693771200,0.59,3.42
1693773000.c1.snap.jpg,1693773000,0.59,3.3
1693774800.c1.snap.jpg,1693774800,0.56,3.2
1693776600.c1.snap.jpg,1693776600,0.58,3.2
1693780200.c1.snap.jpg,1693780200,0.58,3.3
1693783800.c1.snap.jpg,1693783800,0.63,3.42
1693785600.c1.snap.jpg,1693785600,0.71,3.54
1693787400.c1.snap.jpg,1693787400,0.7,4.66
1693789200.c1.snap.jpg,1693789200,0.74,4.66
1693791000.c1.snap.jpg,1693791000,0.73,4.26
1693792800.c1.snap.jpg,1693792800,0.76,4.46
1693794600.c1.snap.jpg,1693794600,0.76,4.1
1693796400.c1.snap.jpg,1693796400,0.81,4.26
1693798200.c1.snap.jpg,1693798200,0.84,4.26
1693800000.c1.snap.jpg,1693800000,0.9,4.26
1693801800.c1.snap.jpg,1693801800,0.89,4.46
1693803600.c1.snap.jpg,1693803600,0.94,4.46
1693807200.c1.snap.jpg,1693807200,1.0,4.88
1693837800.c1.snap.jpg,1693837800,0.72,5.38
1693839600.c1.snap.jpg,1693839600,0.74,6.02
1693841400.c1.snap.jpg,1693841400,0.68,6.02
1693843200.c1.snap.jpg,1693843200,0.67,6.4
1693845000.c1.snap.jpg,1693845000,0.6,6.4
1693846800.c1.snap.jpg,1693846800,0.58,5.68
1693848600.c1.snap.jpg,1693848600,0.58,4.88
1693852200.c1.snap.jpg,1693852200,0.58,5.38
1693854000.c1.snap.jpg,1693854000,0.55,6.02
1693855800.c1.snap.jpg,1693855800,0.54,3.66
1693857600.c1.snap.jpg,1693857600,0.54,5.68
1693861200.c1.snap.jpg,1693861200,0.5,5.12
1693863000.c1.snap.jpg,1693863000,0.52,5.38
1693866600.c1.snap.jpg,1693866600,0.47,5.38
1693868400.c1.snap.jpg,1693868400,0.49,5.12
1693870200.c1.snap.jpg,1693870200,0.52,5.38
1693872000.c1.snap.jpg,1693872000,0.54,5.38
1693873800.c1.snap.jpg,1693873800,0.54,4.88
1693875600.c1.snap.jpg,1693875600,0.52,5.38
1693877400.c1.snap.jpg,1693877400,0.49,5.12
1693879200.c1.snap.jpg,1693879200,0.47,5.12
1693881000.c1.snap.jpg,1693881000,0.47,4.88
1693882800.c1.snap.jpg,1693882800,0.46,4.88
1693886400.c1.snap.jpg,1693886400,0.43,4.1
1693888200.c1.snap.jpg,1693888200,0.38,3.8
1693890000.c1.snap.jpg,1693890000,0.4,3.54
1693891800.c1.snap.jpg,1693891800,0.42,4.66
1693893600.c1.snap.jpg,1693893600,0.51,3.8
1693895400.c1.snap.jpg,1693895400,0.62,3.66
1693926000.c1.snap.jpg,1693926000,0.8,3.94
1693927800.c1.snap.jpg,1693927800,0.79,3.94
1693929600.c1.snap.jpg,1693929600,0.71,3.94
1693931400.c1.snap.jpg,1693931400,0.64,3.8
1693933200.c1.snap.jpg,1693933200,0.62,3.54
1693935000.c1.snap.jpg,1693935000,0.62,3.8
1693936800.c1.snap.jpg,1693936800,0.67,3.42
1693938600.c1.snap.jpg,1693938600,0.74,3.54
1693940400.c1.snap.jpg,1693940400,0.73,3.42
1693942200.c1.snap.jpg,1693942200,0.79,3.66
1693944000.c1.snap.jpg,1693944000,0.9,4.1
1693953000.c1.snap.jpg,1693953000,1.29,5.38
1693954800.c1.snap.jpg,1693954800,1.4,5.38
1693956600.c1.snap.jpg,1693956600,1.4,5.38
1693958400.c1.snap.jpg,1693958400,1.18,5.38
1693960200.c1.snap.jpg,1693960200,1.2,5.38
1693962000.c1.snap.jpg,1693962000,1.18,5.38
1693963800.c1.snap.jpg,1693963800,1.25,5.68
1693965600.c1.snap.jpg,1693965600,1.32,5.68
1693967400.c1.snap.jpg,1693967400,1.33,5.38
1693969200.c1.snap.jpg,1693969200,1.39,5.38
1693971000.c1.snap.jpg,1693971000,1.24,5.38
1693972800.c1.snap.jpg,1693972800,1.21,5.68
1693974600.c1.snap.jpg,1693974600,1.09,6.02
1693976400.c1.snap.jpg,1693976400,1.04,6.02
1693980000.c1.snap.jpg,1693980000,1.04,6.02
1693981800.c1.snap.jpg,1693981800,0.95,6.02
1694012400.c1.snap.jpg,1694012400,0.9,4.88
1694014200.c1.snap.jpg,1694014200,0.92,4.66
1694016000.c1.snap.jpg,1694016000,0.88,4.46
1694017800.c1.snap.jpg,1694017800,0.87,4.66
1694019600.c1.snap.jpg,1694019600,0.83,4.26
1694021400.c1.snap.jpg,1694021400,0.8,4.46
1694023200.c1.snap.jpg,1694023200,0.83,4.46
1694025000.c1.snap.jpg,1694025000,0.84,4.1
1694026800.c1.snap.jpg,1694026800,0.83,4.88
1694028600.c1.snap.jpg,1694028600,0.89,4.88
1694030400.c1.snap.jpg,1694030400,0.86,5.12
1694032200.c1.snap.jpg,1694032200,0.82,4.88
1694034000.c1.snap.jpg,1694034000,0.93,5.68
1694035800.c1.snap.jpg,1694035800,1.01,5.12
1694037600.c1.snap.jpg,1694037600,1.0,4.66
1694039400.c1.snap.jpg,1694039400,0.85,4.46
1694041200.c1.snap.jpg,1694041200,0.82,5.12
1694043000.c1.snap.jpg,1694043000,0.82,4.46
1694044800.c1.snap.jpg,1694044800,0.78,4.66
1694046600.c1.snap.jpg,1694046600,0.78,4.1
1694048400.c1.snap.jpg,1694048400,0.81,4.88
1694050200.c1.snap.jpg,1694050200,0.86,4.26
1694052000.c1.snap.jpg,1694052000,0.83,4.26
1694055600.c1.snap.jpg,1694055600,0.82,4.26
1694057400.c1.snap.jpg,1694057400,0.76,5.12
1694059200.c1.snap.jpg,1694059200,0.7,5.38
1694061000.c1.snap.jpg,1694061000,0.69,5.12
1694062800.c1.snap.jpg,1694062800,0.73,5.38
1694066400.c1.snap.jpg,1694066400,0.7,5.38
1694068200.c1.snap.jpg,1694068200,0.68,5.38
1694098800.c1.snap.jpg,1694098800,0.81,6.02
1694100600.c1.snap.jpg,1694100600,0.84,6.02
1694102400.c1.snap.jpg,1694102400,0.77,5.68
1694104200.c1.snap.jpg,1694104200,0.68,5.68
1694106000.c1.snap.jpg,1694106000,0.65,5.12
1694107800.c1.snap.jpg,1694107800,0.61,5.12
1694109600.c1.snap.jpg,1694109600,0.58,4.66
1694111400.c1.snap.jpg,1694111400,0.54,6.02
1694113200.c1.snap.jpg,1694113200,0.53,6.02
1694115000.c1.snap.jpg,1694115000,0.51,5.68
1694116800.c1.snap.jpg,1694116800,0.53,6.02
1694118600.c1.snap.jpg,1694118600,0.54,5.68
1694120400.c1.snap.jpg,1694120400,0.55,6.4
1694122200.c1.snap.jpg,1694122200,0.61,3.66
1694124000.c1.snap.jpg,1694124000,0.6,6.4
1694125800.c1.snap.jpg,1694125800,0.61,6.4
1694127600.c1.snap.jpg,1694127600,0.72,4.46
1694129400.c1.snap.jpg,1694129400,0.75,4.1
1694131200.c1.snap.jpg,1694131200,0.83,4.26
1694133000.c1.snap.jpg,1694133000,0.8,4.1
1694134800.c1.snap.jpg,1694134800,0.78,4.1
1694136600.c1.snap.jpg,1694136600,0.79,4.26
1694138400.c1.snap.jpg,1694138400,0.76,4.26
1694140200.c1.snap.jpg,1694140200,0.77,4.26
1694142000.c1.snap.jpg,1694142000,0.83,4.1
1694152800.c1.snap.jpg,1694152800,0.7,3.8
1694154600.c1.snap.jpg,1694154600,0.69,4.46
1694185200.c1.snap.jpg,1694185200,0.46,5.12
1694187000.c1.snap.jpg,1694187000,0.44,5.12
1694188800.c1.snap.jpg,1694188800,0.43,4.26
1694190600.c1.snap.jpg,1694190600,0.43,5.12
1694192400.c1.snap.jpg,1694192400,0.43,5.12
1694194200.c1.snap.jpg,1694194200,0.4,4.46
1694196000.c1.snap.jpg,1694196000,0.39,5.38
1694197800.c1.snap.jpg,1694197800,0.38,5.38
1694199600.c1.snap.jpg,1694199600,0.37,5.38
1694201400.c1.snap.jpg,1694201400,0.39,4.88
1694205000.c1.snap.jpg,1694205000,0.36,5.12
1694206800.c1.snap.jpg,1694206800,0.36,4.46
1694208600.c1.snap.jpg,1694208600,0.35,3.42
1694210400.c1.snap.jpg,1694210400,0.33,4.88
1694219400.c1.snap.jpg,1694219400,0.34,3.42
1694221200.c1.snap.jpg,1694221200,0.37,3.42
1694223000.c1.snap.jpg,1694223000,0.39,3.54
1694224800.c1.snap.jpg,1694224800,0.43,3.1
1694226600.c1.snap.jpg,1694226600,0.4,3.54
1694228400.c1.snap.jpg,1694228400,0.38,3.42
1694233800.c1.snap.jpg,1694233800,0.38,3.02
1694237400.c1.snap.jpg,1694237400,0.33,3.3
1694239200.c1.snap.jpg,1694239200,0.3,3.42
1694241000.c1.snap.jpg,1694241000,0.28,3.42
1694284200.c1.snap.jpg,1694284200,0.27,3.66
1694286000.c1.snap.jpg,1694286000,0.28,3.8
1694287800.c1.snap.jpg,1694287800,0.29,3.8
1694289600.c1.snap.jpg,1694289600,0.27,3.54
1694291400.c1.snap.jpg,1694291400,0.26,4.1
1694293200.c1.snap.jpg,1694293200,0.25,3.8
1694295000.c1.snap.jpg,1694295000,0.27,4.1
1694298600.c1.snap.jpg,1694298600,0.25,3.66
1694300400.c1.snap.jpg,1694300400,0.24,3.66
1694302200.c1.snap.jpg,1694302200,0.22,3.1
1694304000.c1.snap.jpg,1694304000,0.21,3.1
1694305800.c1.snap.jpg,1694305800,0.2,3.54
1694307600.c1.snap.jpg,1694307600,0.19,3.54
1694309400.c1.snap.jpg,1694309400,0.18,3.66
1694311200.c1.snap.jpg,1694311200,0.17,3.8
1694313000.c1.snap.jpg,1694313000,0.17,3.94
1694314800.c1.snap.jpg,1694314800,0.16,4.1
1694316600.c1.snap.jpg,1694316600,0.16,4.46
1694318400.c1.snap.jpg,1694318400,0.16,10.24
1694320200.c1.snap.jpg,1694320200,0.16,10.24
1694322000.c1.snap.jpg,1694322000,0.16,10.24
1694323800.c1.snap.jpg,1694323800,0.15,10.24
1694325600.c1.snap.jpg,1694325600,0.16,10.24
1694358000.c1.snap.jpg,1694358000,0.2,9.3
1694359800.c1.snap.jpg,1694359800,0.21,9.3
1694361600.c1.snap.jpg,1694361600,0.22,10.24
1694363400.c1.snap.jpg,1694363400,0.23,9.3
1694365200.c1.snap.jpg,1694365200,0.2,10.24
1694367000.c1.snap.jpg,1694367000,0.19,10.24
1694368800.c1.snap.jpg,1694368800,0.18,10.24
1694370600.c1.snap.jpg,1694370600,0.18,10.24
1694372400.c1.snap.jpg,1694372400,0.17,20.48
1694374200.c1.snap.jpg,1694374200,0.17,10.24
1694390400.c1.snap.jpg,1694390400,0.12,4.46
1694392200.c1.snap.jpg,1694392200,0.11,9.3
1694394000.c1.snap.jpg,1694394000,0.12,9.3
1694395800.c1.snap.jpg,1694395800,0.11,9.3
1694397600.c1.snap.jpg,1694397600,0.12,20.48
1694399400.c1.snap.jpg,1694399400,0.1,9.3
1694401200.c1.snap.jpg,1694401200,0.12,2.7
1694403000.c1.snap.jpg,1694403000,0.15,2.56
1694404800.c1.snap.jpg,1694404800,0.15,10.24
1694406600.c1.snap.jpg,1694406600,0.14,8.54
1694408400.c1.snap.jpg,1694408400,0.15,10.24
1694412000.c1.snap.jpg,1694412000,0.16,10.24
1694446200.c1.snap.jpg,1694446200,0.44,4.46
1694448000.c1.snap.jpg,1694448000,0.44,4.46
1694449800.c1.snap.jpg,1694449800,0.42,4.46
1694451600.c1.snap.jpg,1694451600,0.43,4.1
1694453400.c1.snap.jpg,1694453400,0.43,4.46
1694455200.c1.snap.jpg,1694455200,0.44,4.26
1694457000.c1.snap.jpg,1694457000,0.42,4.66
1694458800.c1.snap.jpg,1694458800,0.44,4.46
1694460600.c1.snap.jpg,1694460600,0.47,4.46
1694462400.c1.snap.jpg,1694462400,0.53,4.46
1694464200.c1.snap.jpg,1694464200,0.49,3.94
1694466000.c1.snap.jpg,1694466000,0.49,4.46
1694469600.c1.snap.jpg,1694469600,0.48,3.54
1694471400.c1.snap.jpg,1694471400,0.46,3.3
1694473200.c1.snap.jpg,1694473200,0.44,3.3
1694475000.c1.snap.jpg,1694475000,0.43,4.26
1694476800.c1.snap.jpg,1694476800,0.41,4.26
1694478600.c1.snap.jpg,1694478600,0.4,3.2
1694480400.c1.snap.jpg,1694480400,0.38,3.94
1694482200.c1.snap.jpg,1694482200,0.36,3.42
1694484000.c1.snap.jpg,1694484000,0.36,4.26
1694485800.c1.snap.jpg,1694485800,0.34,4.1
1694487600.c1.snap.jpg,1694487600,0.32,3.02
1694489400.c1.snap.jpg,1694489400,0.31,4.1
1694491200.c1.snap.jpg,1694491200,0.31,3.42
1694493000.c1.snap.jpg,1694493000,0.3,3.3
1694496600.c1.snap.jpg,1694496600,0.26,3.8
1694498400.c1.snap.jpg,1694498400,0.26,3.3
1694532600.c1.snap.jpg,1694532600,0.2,4.1
1694534400.c1.snap.jpg,1694534400,0.23,4.46
1694536200.c1.snap.jpg,1694536200,0.29,25.6
1694538000.c1.snap.jpg,1694538000,0.27,4.26
1694539800.c1.snap.jpg,1694539800,0.27,4.26
1694541600.c1.snap.jpg,1694541600,0.28,4.26
1694543400.c1.snap.jpg,1694543400,0.26,4.26
1694545200.c1.snap.jpg,1694545200,0.24,4.1
1694547000.c1.snap.jpg,1694547000,0.25,4.26
1694548800.c1.snap.jpg,1694548800,0.26,4.26
1694550600.c1.snap.jpg,1694550600,0.24,4.46
1694552400.c1.snap.jpg,1694552400,0.23,4.46
1694554200.c1.snap.jpg,1694554200,0.22,4.46
1694556000.c1.snap.jpg,1694556000,0.19,4.26
1694557800.c1.snap.jpg,1694557800,0.19,4.46
1694561400.c1.snap.jpg,1694561400,0.18,4.46
1694563200.c1.snap.jpg,1694563200,0.17,4.26
1694565000.c1.snap.jpg,1694565000,0.19,4.26
1694566800.c1.snap.jpg,1694566800,0.22,4.26
1694570400.c1.snap.jpg,1694570400,0.27,2.14
1694572200.c1.snap.jpg,1694572200,0.25,2.0
1694574000.c1.snap.jpg,1694574000,0.28,2.04
1694577600.c1.snap.jpg,1694577600,0.27,2.08
1694579400.c1.snap.jpg,1694579400,0.26,2.0
1694581200.c1.snap.jpg,1694581200,0.23,2.18
1694583000.c1.snap.jpg,1694583000,0.21,7.88
1694584800.c1.snap.jpg,1694584800,0.22,7.88
1694619000.c1.snap.jpg,1694619000,0.17,20.48
1694620800.c1.snap.jpg,1694620800,0.17,4.26
1694622600.c1.snap.jpg,1694622600,0.16,20.48
1694624400.c1.snap.jpg,1694624400,0.18,4.1
1694626200.c1.snap.jpg,1694626200,0.18,3.94
1694628000.c1.snap.jpg,1694628000,0.22,3.94
1694629800.c1.snap.jpg,1694629800,0.23,3.8
1694631600.c1.snap.jpg,1694631600,0.23,3.8
1694633400.c1.snap.jpg,1694633400,0.24,4.26
1694635200.c1.snap.jpg,1694635200,0.28,4.1
1694637000.c1.snap.jpg,1694637000,0.26,3.94
1694638800.c1.snap.jpg,1694638800,0.24,3.94
1694640600.c1.snap.jpg,1694640600,0.25,3.8
1694642400.c1.snap.jpg,1694642400,0.24,3.8
1694646000.c1.snap.jpg,1694646000,0.27,3.54
1694647800.c1.snap.jpg,1694647800,0.27,3.54
1694649600.c1.snap.jpg,1694649600,0.28,4.26
1694651400.c1.snap.jpg,1694651400,0.27,4.46
1694655000.c1.snap.jpg,1694655000,0.25,4.66
1694658600.c1.snap.jpg,1694658600,0.24,4.46
1694662200.c1.snap.jpg,1694662200,0.25,4.66
1694664000.c1.snap.jpg,1694664000,0.28,4.66
1694665800.c1.snap.jpg,1694665800,0.26,4.66
1694667600.c1.snap.jpg,1694667600,0.22,4.46
1694669400.c1.snap.jpg,1694669400,0.21,4.66
1694671200.c1.snap.jpg,1694671200,0.2,4.46
1694705400.c1.snap.jpg,1694705400,0.25,4.88
1694707200.c1.snap.jpg,1694707200,0.28,4.66
1694709000.c1.snap.jpg,1694709000,0.27,4.66
1694710800.c1.snap.jpg,1694710800,0.27,4.46
1694712600.c1.snap.jpg,1694712600,0.23,4.46
1694714400.c1.snap.jpg,1694714400,0.21,4.66
1694716200.c1.snap.jpg,1694716200,0.22,4.46
1694718000.c1.snap.jpg,1694718000,0.21,4.66
1694719800.c1.snap.jpg,1694719800,0.22,4.66
1694721600.c1.snap.jpg,1694721600,0.2,4.46
1694723400.c1.snap.jpg,1694723400,0.19,5.68
1694725200.c1.snap.jpg,1694725200,0.19,5.68
1694728800.c1.snap.jpg,1694728800,0.21,5.12
1694734200.c1.snap.jpg,1694734200,0.22,5.12
1694736000.c1.snap.jpg,1694736000,0.2,5.68
1694737800.c1.snap.jpg,1694737800,0.18,6.4
1694739600.c1.snap.jpg,1694739600,0.21,25.6
1694741400.c1.snap.jpg,1694741400,0.2,2.18
1694743200.c1.snap.jpg,1694743200,0.19,2.08
1694745000.c1.snap.jpg,1694745000,0.21,2.04
1694746800.c1.snap.jpg,1694746800,0.19,2.08
1694748600.c1.snap.jpg,1694748600,0.16,6.02
1694750400.c1.snap.jpg,1694750400,0.14,5.68
1694752200.c1.snap.jpg,1694752200,0.13,4.66
1694754000.c1.snap.jpg,1694754000,0.11,4.26
1694755800.c1.snap.jpg,1694755800,0.11,5.12
1694757600.c1.snap.jpg,1694757600,0.11,6.02
1694791800.c1.snap.jpg,1694791800,0.17,1.68
1694795400.c1.snap.jpg,1694795400,0.2,2.44
1694797200.c1.snap.jpg,1694797200,0.19,2.62
1694799000.c1.snap.jpg,1694799000,0.17,2.44
1694800800.c1.snap.jpg,1694800800,0.18,25.6
1694802600.c1.snap.jpg,1694802600,0.19,25.6
1694804400.c1.snap.jpg,1694804400,0.2,25.6
1694806200.c1.snap.jpg,1694806200,0.2,25.6
1694808000.c1.snap.jpg,1694808000,0.19,20.48
1694809800.c1.snap.jpg,1694809800,0.16,1.34
1694820600.c1.snap.jpg,1694820600,0.16,3.02
1694826000.c1.snap.jpg,1694826000,0.13,2.7
1694827800.c1.snap.jpg,1694827800,0.12,2.62
1694829600.c1.snap.jpg,1694829600,0.11,2.5
1694831400.c1.snap.jpg,1694831400,0.11,2.44
1694833200.c1.snap.jpg,1694833200,0.1,2.5
1694835000.c1.snap.jpg,1694835000,0.1,2.56
1694836800.c1.snap.jpg,1694836800,0.09,2.38
1694838600.c1.snap.jpg,1694838600,0.1,6.82
1694840400.c1.snap.jpg,1694840400,0.12,20.48
1694842200.c1.snap.jpg,1694842200,0.11,25.6
1694844000.c1.snap.jpg,1694844000,0.1,7.32
1694878200.c1.snap.jpg,1694878200,0.19,8.54
1694880000.c1.snap.jpg,1694880000,0.21,8.54
1694881800.c1.snap.jpg,1694881800,0.22,7.88
1694883600.c1.snap.jpg,1694883600,0.22,8.54
1694885400.c1.snap.jpg,1694885400,0.23,8.54
1694887200.c1.snap.jpg,1694887200,0.21,8.54
1694889000.c1.snap.jpg,1694889000,0.2,7.88
1694890800.c1.snap.jpg,1694890800,0.21,7.88
1694892600.c1.snap.jpg,1694892600,0.21,8.54
1694894400.c1.snap.jpg,1694894400,0.2,9.3
1694896200.c1.snap.jpg,1694896200,0.19,8.54
1694898000.c1.snap.jpg,1694898000,0.19,7.88
1694899800.c1.snap.jpg,1694899800,0.23,2.76
1694901600.c1.snap.jpg,1694901600,0.26,2.76
1694903400.c1.snap.jpg,1694903400,0.3,3.54
1694905200.c1.snap.jpg,1694905200,0.35,3.66
1694907000.c1.snap.jpg,1694907000,0.38,3.54
1694908800.c1.snap.jpg,1694908800,0.46,3.54
1694910600.c1.snap.jpg,1694910600,0.43,3.66
1694912400.c1.snap.jpg,1694912400,0.44,3.2
1694914200.c1.snap.jpg,1694914200,0.45,3.02
1694916000.c1.snap.jpg,1694916000,0.55,3.54
1694917800.c1.snap.jpg,1694917800,0.54,3.54
1694919600.c1.snap.jpg,1694919600,0.67,3.94
1694921400.c1.snap.jpg,1694921400,0.8,3.94
1694923200.c1.snap.jpg,1694923200,0.9,4.1
